id , phrase
878  , SHAGGY AND VELMA
879  , SHAPESHIFTERS
880  , SHAWN SPENCER
881  , SHAZAM
882  , SHE-HULK
883  , SHE-WOLF
884  , SHERE KHAN
885  , SHERIFF OF NOTTINGHAM
886  , SHERLOCK HOLMES
887  , SHERLOCK HOLMES & DR WATSON
888  , SHERLOCK HOLMES & WATSON
889  , SHYLOCK AND ANTONIO
890  , SIDESHOW BOB
891  , SILVER SURFER
892  , SINBAD THE SAILOR
893  , SINESTRO
894  , SINISTER GARGOYLES
895  , SIR GAHLAHAD
896  , SIR GALAHAD
897  , SIR JOHN FALSTAFF
898  , SIR LANCELOT
899  , SIR LIONEL & SIR LUCAN
900  , SIR PALAMEDES
901  , SIR PERCIVAL & SIR GARETH
902  , SIR PERCIVAL AND SIR GARETH
903  , SIR TOR & SIR TRISTAN
904  , SLEEPING BEAUTY
905  , SLEIPNIR THE EIGHT LEGGED HORSE
906  , SMOKEY THE BEAR
907  , SMURFETTE
908  , SNOOPY
909  , SNOOPY & WOODSTOCK
910  , SNOW WHITE
911  , SNOW WHITE'S STEPMOTHER
912  , SONIC THE HEDGEHOG
913  , SPACE ALIEN
914  , SPACE CREATURES
915  , SPACE GHOST
916  , SPACE PIRATE NEBULA
917  , SPANKY
918  , SPANKY ALFALFA & DARLA
919  , SPANKY ALFALFA & DARLA
920  , SPANKY ALFALFA BUCKWHEAT & DARLA
921  , SPEED RACER
922  , SPEED RACER & TRIXIE
923  , SPELLBINDING UNICORN
924  , SPIDER MAN
925  , SPIDER MAN'S ALTER-EGO PETER PARKER
926  , SPIDER-GIRL
927  , SPIDER-MAN
928  , SPIDER-MAN VILLAIN SANDMAN
929  , SPIDER-WOMAN
930  , SPONGE BOB SQUARE PANTS
931  , SPONGEBOB SQUAREPANTS
932  , SPOOKY PHANTOM
933  , SPOOKY SCARECROW
934  , SPY KIDS' THUMB THUMB
935  , SQUIDWARD TENTACLES
936  , STAGGERING ZOMBIE
937  , STAGGERING ZOMBIES
938  , STANLEY KOWALSKI
939  , STATURE
940  , STEPHANIE PLUM
941  , STEVE ROGERS
942  , STEVE URKEL
943  , STORM GIANTS
944  , STORM SHADOW
945  , STRAWBERRY SHORTCAKE
946  , SUE STORM
947  , SUGAR-PLUM FAIRIES
948  , SUNNY DAYS
949  , SUPER FRIENDS
950  , SUPERBOY
951  , SUPERGIRL
952  , SUPERHEROES
953  , SUPERMAN
954  , SUPERMAN & LOIS LANE
955  , SUPERMAN'S ARCH ENEMY LEX LUTHOR
956  , SUPERNATURAL BEING
957  , SUPERNATURAL CREATURES
958  , SUPERNATURAL SUPERHERO
959  , SWAMP CREATURE
960  , SWAMP MONSTER
961  , SWASHBUCKLER
962  , SWASHBUCKLING CAPTAIN JACK SPARROW
963  , SWASHBUCKLING PIRATE
964  , SWEET POLLY PUREBRED
965  , SYLVESTER & TWEETY
966  , SYLVESTER AND THE MAGIC PEBBLE
967  , SYLVESTER THE CAT
968  , SYNTHETIC HUMANOID VISION
969  , TALIA AL GHUL
970  , TALKING ANIMALS
971  , TARZAN & JANE
972  , TARZAN AND JANE
973  , TEDDY RUXPIN
974  , TEENAGE MUTANT NINJA TURTLES
975  , TENNESSEE TUXEDO
976  , THALIA THE MUSE
977  , THANKS
978  , THANOS
979  , THE ABOMINABLE SNOWMAN
980  , THE AMAZING SPIDER-MAN
981  , THE ANCIENT GOD NUN
982  , THE ANCIENT GODDESS NUT
983  , THE ARTFUL DODGER
984  , THE BEAUTIFUL PRINCESS
985  , THE BIG BAD WOLF
986  , THE BLUE FAIRY
987  , THE BOBBSEY TWINS
988  , THE BOOGEYMAN
989  , THE BOY WONDER
990  , THE CENTAURS
991  , THE CHESHIRE CAT
992  , THE COWARDLY LION
993  , THE CREW OF THE STARSHIP ENTERPRISE
994  , THE DARLING CHILDREN
995  , THE DOENTON STAFF
996  , THE DOWNTON STAFF
997  , THE FANTASTIC FOUR
998  , THE FARMER AND THE STORK
999  , THE FLASH
1000 , THE FLASH VILLAIN ZOOM
1001 , THE FLINSTONES AND THE RUBBLES
1002 , THE FLINT STONES & THE RUBBLES
1003 , THE FLINTSTONES & THE RUBBLES
1004 , THE FROG PRINCE
1005 , THE FURIES
1006 , THE GEICO GECKO
1007 , THE GENIE IN THE MAGIC MIRROR
1008 , THE GHOST OF CHRISTMAS PAST
1009 , THE GINGERBREAD MAN
1010 , THE GOD ATLAS
1011 , THE GODDESS HERA
1012 , THE GODDESS ISIS
1013 , THE GODDESS NEPHTHYS
1014 , THE GOOSE GIRL
1015 , THE GOOSE THAT LAID THE GOLDEN EGGS
1016 , THE GORGONS
1017 , THE GREAT GAZOO
1018 , THE GREAT GONZO
1019 , THE GREEK GOD APOLLO
1020 , THE GREEN KNIGHT
1021 , THE GRINCH
1022 , THE GRINCH AND CINDY LOU WHO
1023 , THE GRINCH WHO STOLE CHRISTMAS
1024 , THE GRISWOLDS
1025 , THE HARE AND THE TORTOISE
1026 , THE HUMAN TORCH
1027 , THE HUNTSMAN
1028 , THE INCREDIBLE HULK
1029 , THE JOKER
1030 , THE JUSTICE LEAGUE
1031 , THE KRAKEN
1032 , THE LITTLE PRINCE
1033 , THE LONE RANGER
1034 , THE LONE RANGER & TONTO
1035 , THE MAD HATTER
1036 , THE MAN IN THE YELLOW HAT
1037 , THE MAN IN YELLOW HAT
1038 , THE MAN WITH NO NAME
1039 , THE MINOTAUR
1040 , THE MONSTER UNDER THE BED
1041 , THE MUPPETS
1042 , THE NINE MUSES
1043 , THE NINE MUSES OF GREEK MYTHOLOGY
1044 , THE OLD WOMAN WHO LIVED IN A SHOE
1045 , THE ORACLE AT DELPHI
1046 , THE PEANUTS GANG
1047 , THE PEANUTS KIDS
1048 , THE PIED PIPER
1049 , THE PINK PANTHER
1050 , THE POWERPUFF GIRLS
1051 , THE PROTAGONIST OF THE STORY
1052 , THE QUEEN OF HEARTS
1053 , THE RIDDLER & THE JOKER
1054 , THE ROAD RUNNER
1055 , THE SCARECROW FROM THE WONDERFUL WIZARD OF OZ
1056 , THE SEA GOD POSEIDON
1057 , THE SHERIFF OF NOTTINGHAM
1058 , THE SHOEMAKER & THE ELVES
1059 , THE SMURFS
1060 , THE SPECTACULAR SPIDER-MAN
1061 , THE THORN BERRY FAMILY
1062 , THE THORNBERRY FAMILY
1063 , THE THREE GRACES
1064 , THE THREE LITTLE PIGS
1065 , THE THREE MUSKETEERS
1066 , THE TOOTH FAIRY
1067 , THE TORTOISE & THE HARE
1068 , THE TWELVE OLYMPIANS
1069 , THE UPPER GREAT LAKES REGION
1070 , THE VALKYRIES
1071 , THE WHITE RABBIT
1072 , THE WHITE WITCH
1073 , THE WICKED WITCH OF THE WEST
1074 , THE WOLF & RED RIDING HOOD
1075 , THE WOLF AND RED RIDING HOOD
1076 , THELMA AND VINTON HARPER
1077 , THESEUS & HIPPOLYTA
1078 , THESEUS & THE MINOTAUR
1079 , THESEUS AND THE MINOTAUR
1080 , THOR
1081 , THOR & TYR
1082 , THOR THE GOD OF THUNDER
1083 , THOR VILLAIN LOKI
1084 , THREE BLIND MICE
1085 , THREE-HEADED DOG
1086 , THUMBELINA
1087 , THUMBLING
1088 , THUMPER & BAMBI
1089 , THUNDERCATS
1090 , TINKER BELL
1091 , TINKERBELL
1092 , TINY ELVES
1093 , TINY TIM
1094 , TITANS & TITANESSES
1095 , TOM & JERRY
1096 , TOM AND JERRY
1097 , TOM SAWYER
1098 , TOM SAWYER & BECKY THATCHER
1099 , TOM THUMB
1100 , TONY SOPRANO
1101 , TONY THE TIGER
1102 , TOOTH FAIRY
1103 , TOP CAT
1104 , TOUCAN SAM
1105 , TREVOR FITZROY
1106 , TRIBAL WARRIOR
1107 , TROLL KINGS
1108 , TWEEDLEDUM & TWEEDLEDEE
1109 , TWEETY BIRD
1110 , TWITTER BIRD
1111 , TWO-FACE & KINGPIN
1112 , TWO-HEADED MONSTER
1113 , TYLER DURDEN
1114 , UNCLE SAM
1115 , UNDERGROUND CAVE
1116 , UNICORNS & DRAGONS
1117 , URANIA THE MUSE
1118 , URANUS GOD OF THE SKY
1119 , URSULA THE SEA WITCH
1120 , URSULA THE SEAWITCH
1121 , VAMPIRE FREAKING OUT AT A RAY OF SUNLIGHT
1122 , VAMPIRE JUMPING OUT OF A COFFIN
1123 , VAMPIRE-HUNTER BLADE
1124 , VENUS THE GODDESS OF LOVE & BEAUTY
1125 , VERONICA & BETTY
1126 , VIKING CREATURE
1127 , VILLAINS WE LOVE TO HATE
1128 , VINNIE BARBARINO
1129 , VIRTUAL ANIMALS
1130 , VIRTUAL PETS
1131 , VULCAN THE GOD OF FIRE
1132 , WACKY SITCOM NEIGHBORS
1133 , WARLOCKS & WITCHES
1134 , WARRANT OFFICER ELLEN RIPLEY
1135 , WARREN WORTHINGTON III
1136 , WEDNESDAY & PUGSLEY ADDAMS
1137 , WEDNESDAY AND PUGSLEY ADDAMS
1138 , WHIMSICAL REINDEER
1139 , WHITE LYCAN
1140 , WHITE LYCON
1141 , WICKED STEPMOTHER
1142 , WICKED WITCH
1143 , WICKED WITCH OF THE WEST
1144 , WILE E COYOTE
1145 , WILLY WONKA
1146 , WILMA & PEBBLE FLINSTONE
1147 , WILMA & PEBBLES FLINTSTONE
1148 , WILMA FLINSTONE
1149 , WILMA FLINTSTONE
1150 , WINGED CREATURES
1151 , WINGED MONKEYS
1152 , WINGED MONSTERS
1153 , WINNIE THE POOH
1154 , WINNIE-THE-POOH
1155 , WISE OLD OWL
1156 , WISE SAMURAI
1157 , WISE SAMURI
1158 , WITCH DOCTOR
1159 , WIZARD OF OZ
1160 , WIZARDS & WARLOCKS
1161 , WOLVERINE
1162 , WOLVERINE & PROFESSOR X
1163 , WOLVERINE & STORM
1164 , WOLVERINE & THE X-MEN
1165 , WONDER GIRL
1166 , WONDER WOMAN
1167 , WOOD NYMPHS
1168 , WOODLAND SPRITES & PIXIES
1169 , WOODSTOCK
1170 , WOODY WOODPECKER
1171 , X-MEN
1172 , X-MEN VILLAIN MAGENTA
1173 , X-MEN VILLAIN MAGNETO
1174 , YODA
1175 , YOGI BEAR & BOO BOO
1176 , YOSEMITE SAM
1177 , YOSHI & TOAD
1178 , YOUNG HOBBIT
1179 , ZERO THE HERO
1180 , ZEUS
1181 , ZEUS & APHRODITE
1182 , ZEUS & HERA
1183 , ZEUS KING OF THE GODS
1184 , ZEUS: LEADER OF THE OLYMPIC GODS
1185 , ZIGGY
1186 , ZOMBIES
1187 , ZORRO
